gene,1_non_malignant_core,2_non_malignant_border,3_malignant_border,4_malignant_core,5_malignant_collagen
KBTBD12,0,2.71E-06,6.23E-06,2.71E-06,0
KBTBD13,8.08E-06,0,0,0,0
KBTBD2,3.61E-05,2.06E-05,3.50E-05,4.35E-05,2.42E-05
KBTBD3,5.02E-06,2.71E-06,1.29E-06,1.47E-05,6.02E-06
KBTBD4,2.19E-06,0,3.23E-06,1.71E-05,0
KBTBD6,3.61E-06,2.81E-06,1.14E-05,1.15E-05,4.63E-06
KBTBD7,2.20E-05,6.83E-06,4.02E-05,4.49E-05,0
KBTBD8,0,0,0,0,0.00017337
KCMF1,3.11E-05,4.50E-05,5.97E-05,8.16E-05,1.79E-05
KCNA2,5.63E-06,8.44E-06,6.45E-07,0,0
KCNA3,0,0,0,0,0
KCNA4,0,0,0,1.31E-06,0
KCNA5,0,0,1.29E-06,0,3.13E-06
KCNA7,1.31E-05,1.41E-06,1.10E-05,5.17E-06,1.50E-06
KCNAB1,0,0,6.45E-07,3.07E-06,0
KCNAB2,1.85E-05,6.83E-06,2.03E-05,1.95E-05,9.89E-05
KCNAB3,1.03E-05,7.03E-07,1.29E-06,0,6.26E-06
KCNB1,6.19E-05,3.58E-05,1.29E-05,1.89E-05,1.33E-05
KCNB2,0,0,6.45E-07,1.47E-06,0
KCNC1,3.43E-05,7.03E-07,4.86E-05,2.44E-05,8.75E-06
KCNC2,0,0,0,0,0
KCNC3,5.03E-06,0,0,0,0
KCNC4,1.37E-05,0,9.71E-06,1.30E-05,1.50E-06
KCND1,0,0,3.89E-05,1.31E-06,0
KCND2,0,0,0,0,4.51E-06
KCND3,5.09E-05,1.68E-05,3.87E-06,4.97E-06,0
KCNE1,3.29E-06,1.69E-05,0,2.73E-06,0
KCNE2,0,0,0,2.62E-06,0
KCNE3,1.17E-05,1.34E-05,1.99E-05,4.09E-05,1.50E-06
KCNE4,1.31E-05,0,2.82E-05,2.43E-05,9.75E-05
KCNF1,0,0,1.29E-06,1.47E-06,0
KCNG1,2.85E-05,2.22E-05,1.28E-05,2.94E-06,3.01E-06
KCNG3,0,0,1.29E-06,0,0
KCNG4,1.13E-05,0,0,1.31E-06,0
KCNH1,1.10E-06,1.35E-05,0,6.76E-07,3.01E-06
KCNH2,0,0,3.65E-06,4.97E-06,0
KCNH3,0,0,1.29E-06,0,0
KCNH4,0,0,0,0,0
KCNH5,0,1.41E-06,0,0,0
KCNH6,2.99E-05,2.11E-06,0,6.39E-06,0
KCNH7,5.63E-06,0,6.45E-07,0,0
KCNH8,0,0,7.30E-06,8.07E-06,4.51E-06
KCNIP1,0,0,0,0,0
KCNIP2,0,7.03E-07,3.89E-05,6.76E-07,0
KCNIP3,0,0,0,2.73E-06,0
KCNIP4,0,0,0,1.47E-06,0
KCNJ1,0,0,0,0,0
KCNJ10,4.46E-05,1.77E-05,1.33E-05,3.21E-05,1.50E-06
KCNJ11,0,0,6.45E-07,0,0
KCNJ12,8.08E-06,1.21E-05,1.29E-06,5.33E-06,0
KCNJ13,0,2.06E-05,0,1.35E-06,0
KCNJ14,1.08E-05,7.03E-07,3.09E-05,8.61E-06,0
KCNJ15,1.87E-05,9.94E-06,1.29E-05,0,1.03E-05
KCNJ16,0,0,1.94E-06,1.83E-05,0
KCNJ2,0,5.43E-06,2.46E-05,3.72E-05,7.64E-06
KCNJ3,0.000327699,0.000294862,0.000496082,0.000201557,0.000337945
KCNJ4,0,0,0,0,0
KCNJ5,1.06E-05,0,1.46E-05,1.35E-06,4.63E-06
KCNJ6,1.13E-05,4.35E-05,0,4.45E-06,1.50E-06
KCNJ8,2.56E-05,1.49E-05,6.45E-07,6.32E-06,0
KCNJ9,0,1.41E-06,0,0,0
KCNK1,1.62E-05,2.15E-05,1.94E-06,2.22E-05,9.26E-06
KCNK10,0,2.71E-06,0,0,0
KCNK12,0,0,0,1.31E-06,1.40E-05
KCNK13,0,0,0,0,0
KCNK15,0,0,1.94E-06,6.79E-06,0
KCNK17,0,7.03E-07,1.88E-05,0,0
KCNK3,5.63E-06,1.21E-05,1.46E-05,0,8.75E-06
KCNK4,0,0,0,0,0
KCNK5,3.29E-06,2.11E-06,4.52E-06,3.58E-05,0
KCNK6,5.42E-05,3.90E-05,4.49E-05,4.47E-05,3.76E-05
KCNK7,2.51E-06,7.03E-07,0,0,0
KCNK9,0,0,6.45E-07,0,0
KCNMA1,8.80E-05,5.07E-05,2.56E-05,6.81E-06,1.25E-05
KCNMB1,6.13E-06,1.56E-05,1.83E-06,1.11E-05,1.53E-05
KCNMB3,2.43E-05,2.96E-05,4.76E-05,3.20E-05,1.54E-05
KCNMB4,0,0,3.76E-06,2.03E-06,1.08E-05
KCNN1,8.08E-06,0,9.06E-06,0,0
KCNN2,2.27E-05,7.03E-07,0,7.86E-06,0
KCNN3,2.18E-05,4.12E-06,5.59E-06,8.18E-06,0.000185405
KCNN4,0,0,6.34E-06,3.58E-05,9.26E-06
KCNQ1,6.11E-06,1.41E-06,2.32E-05,6.45E-05,9.38E-06
KCNQ2,0,0,3.83E-05,0,0
KCNQ3,0,2.11E-06,0,2.73E-06,9.03E-06
KCNQ4,2.51E-06,0,0,0,8.75E-06
KCNQ5,0,0,0,2.03E-06,0
KCNS1,0,0,0,0,0
KCNS2,1.10E-06,0,0,0,0
KCNS3,0,0,1.29E-06,4.74E-06,7.76E-06
KCNT1,1.38E-05,0,0,0,0
KCNT2,4.21E-05,1.77E-05,1.93E-05,3.25E-05,0.000165849
KCNU1,1.83E-05,1.41E-06,0,6.76E-07,4.51E-06
KCNV1,0,0,0,0,6.02E-06
KCNV2,0,0,0,0,0
KCTD1,1.10E-06,0,5.68E-05,1.61E-05,4.51E-06
KCTD10,3.61E-06,2.12E-05,2.07E-05,3.14E-05,0.000145776
KCTD11,1.10E-06,1.41E-06,3.76E-06,6.00E-06,1.48E-05
KCTD12,2.93E-05,2.69E-05,4.02E-05,6.01E-05,3.67E-05
KCTD13,9.26E-05,4.05E-05,2.88E-05,6.72E-05,2.20E-05
KCTD14,5.02E-06,0,2.58E-06,4.45E-06,0
KCTD15,0,2.71E-06,3.76E-06,1.70E-05,1.50E-06
KCTD16,1.10E-06,2.71E-06,1.29E-06,0,0
KCTD17,8.14E-06,9.94E-06,3.12E-06,3.61E-06,9.38E-06
KCTD18,2.51E-06,1.41E-06,6.12E-06,2.02E-05,7.64E-06
KCTD19,5.63E-06,0,9.06E-06,1.35E-06,3.01E-06
KCTD2,2.39E-05,2.83E-05,2.34E-05,3.61E-05,1.90E-05
KCTD20,5.02E-05,3.81E-05,4.66E-05,6.60E-05,4.18E-05
KCTD21,3.61E-06,4.82E-06,1.53E-05,1.16E-05,1.50E-06
KCTD3,8.62E-05,2.40E-05,3.27E-05,1.73E-05,2.89E-05
KCTD4,0,0,0,0,0
KCTD5,1.81E-05,2.89E-05,2.33E-05,3.97E-05,7.64E-06
KCTD6,9.24E-06,4.22E-06,7.52E-06,6.16E-06,3.01E-06
KCTD7,7.54E-06,1.21E-05,5.67E-05,1.13E-05,9.15E-06
KCTD9,7.54E-06,1.75E-05,5.27E-05,4.52E-05,2.59E-05
KDELR1,6.84E-05,9.40E-05,0.000129549,0.000176844,0.000168608
KDELR3,0,0,5.70E-06,1.75E-05,9.38E-06
KDF1,1.24E-05,9.94E-06,3.12E-06,1.60E-05,3.01E-06
KDM1A,3.05E-05,2.50E-05,2.43E-05,7.97E-05,3.32E-05
KDM1B,1.38E-05,3.03E-05,2.10E-05,3.97E-05,9.03E-06
KDM2A,0.000287496,0.000235021,0.000105103,0.000147686,0.000130563
KDM2B,2.06E-05,2.44E-05,2.76E-05,5.06E-05,2.90E-05
KDM3A,1.54E-05,2.31E-05,2.99E-05,6.36E-05,3.48E-05
KDM3B,2.15E-05,3.06E-05,6.68E-05,6.69E-05,1.50E-05
KDM4A,1.50E-05,1.54E-05,2.27E-05,4.93E-05,4.63E-06
KDM4B,5.08E-05,4.64E-05,2.61E-05,5.25E-05,3.22E-05
KDM4C,2.10E-05,2.34E-05,3.51E-05,4.13E-05,4.63E-06
KDM4D,0,0,6.45E-07,0,0
KDM4E,0,0,0,0,0
KDM5A,7.47E-05,6.47E-05,9.74E-05,0.000146169,0.000144362
KDM5B,4.33E-05,3.35E-05,8.63E-05,0.000205258,0.000113369
KDM5C,1.66E-05,5.57E-05,6.47E-05,4.93E-05,2.29E-05
KDM5D,4.12E-05,2.63E-05,4.58E-05,4.13E-05,2.77E-05
KDM6A,3.23E-05,2.78E-05,1.14E-05,1.56E-05,2.84E-05
KDM6B,0.000166742,0.0001072,8.69E-05,5.12E-05,9.82E-05
KDM7A,4.35E-05,3.35E-05,0.000164865,0.000184755,4.51E-05
KDM8,3.29E-06,3.52E-06,1.94E-06,5.71E-06,8.75E-06
KDR,1.43E-05,1.70E-05,1.56E-05,1.66E-05,3.61E-05
KDSR,0.000112244,0.000143442,0.000106723,9.65E-05,0.000387017
KEAP1,1.81E-05,1.38E-05,3.34E-05,4.49E-05,2.18E-05
KEL,0,4.82E-06,0,0,0
KERA,8.08E-06,2.11E-06,3.23E-06,1.47E-06,0
KHDC1,0,1.41E-06,1.29E-06,0,0
KHDC4,6.49E-05,4.05E-05,3.39E-05,9.85E-05,3.07E-05
KHDRBS1,5.83E-05,9.10E-05,0.000163767,0.000202679,0.000165201
KHDRBS2,0,0,6.45E-07,0,0
KHDRBS3,5.37E-05,0.000143138,6.92E-05,1.34E-05,3.94E-05
KHK,7.64E-05,0.000163131,7.93E-05,1.50E-05,1.33E-05
KHNYN,2.68E-05,2.13E-05,4.87E-05,3.65E-05,2.17E-05
KHSRP,0.000127308,0.000135278,0.00020561,0.000119464,9.58E-05
KIAA0040,4.50E-05,2.51E-05,3.40E-05,4.95E-05,9.25E-05
KIAA0087,0,0,6.45E-07,0,0
KIAA0100,4.26E-05,8.69E-05,8.79E-05,7.63E-05,2.61E-05
KIAA0232,7.72E-05,2.24E-05,9.03E-05,0.000154877,7.74E-05
KIAA0319,0,0,6.45E-07,0,1.05E-05
KIAA0319L,3.28E-05,3.03E-05,9.94E-05,4.85E-05,6.75E-05
KIAA0513,9.17E-06,6.93E-06,6.23E-06,1.69E-05,9.38E-06
KIAA0586,1.94E-05,1.72E-05,3.39E-05,4.40E-05,4.77E-05
KIAA0753,1.13E-05,1.41E-06,8.81E-06,2.30E-05,5.13E-05
KIAA0825,4.76E-05,9.59E-05,7.22E-05,1.93E-05,1.19E-05
KIAA0895,6.73E-06,0,6.45E-07,1.35E-06,0
KIAA0895L,2.12E-05,7.03E-07,8.81E-06,7.74E-06,1.33E-05
KIAA0930,7.93E-05,0.000144972,7.25E-05,5.44E-05,0.000287327
KIAA1109,6.13E-05,9.51E-05,0.000164121,0.000234259,0.000248445
KIAA1143,2.19E-06,2.84E-05,4.48E-05,4.87E-05,2.30E-05
KIAA1191,3.04E-05,3.93E-05,9.92E-05,0.000100154,3.35E-05
KIAA1210,0,7.03E-07,0,0,0
KIAA1217,3.98E-05,4.05E-05,9.14E-05,0.000189397,7.98E-05
KIAA1328,2.39E-05,1.62E-05,3.76E-05,1.55E-05,1.33E-05
KIAA1522,3.50E-05,2.12E-05,7.36E-05,0.000132197,4.63E-06
KIAA1549,2.19E-05,3.52E-06,1.32E-05,8.30E-06,0
KIAA1549L,0,0,1.29E-06,0,1.50E-06
KIAA1586,3.92E-05,7.03E-06,2.66E-05,2.49E-05,3.32E-05
KIAA1614,8.14E-06,0,3.15E-05,5.47E-06,0
KIAA1671,4.06E-05,2.56E-05,1.61E-05,2.39E-05,9.03E-06
KIAA1755,9.24E-06,1.07E-05,1.29E-06,3.07E-06,3.70E-05
KIAA1794,2.51E-06,1.41E-06,9.35E-06,1.18E-05,0
KIAA1841,1.92E-05,2.29E-05,2.93E-05,4.36E-05,2.05E-05
KIAA1958,1.87E-05,2.18E-05,9.57E-06,1.30E-05,0
KIAA2013,1.28E-05,1.12E-05,4.63E-05,3.14E-05,3.85E-05
KIAA2026,7.72E-05,6.27E-05,4.36E-05,8.86E-05,0.00018445
KIDINS220,0.000136104,9.61E-05,0.000142267,0.000142965,0.000311924
KIF11,0,1.41E-06,3.12E-06,8.82E-06,0
KIF12,4.23E-05,2.06E-05,4.72E-05,1.59E-05,0
KIF13A,4.30E-05,9.85E-06,2.98E-05,8.49E-05,4.09E-05
KIF13B,7.31E-05,3.35E-05,0.000160472,0.000120956,9.76E-05
KIF14,0,2.11E-06,1.60E-05,3.41E-06,1.50E-06
KIF15,0,7.03E-07,1.39E-05,9.11E-06,9.15E-06
KIF16B,5.48E-06,1.10E-05,6.99E-06,4.05E-05,1.35E-05
KIF17,0,7.03E-07,0,2.98E-06,0
KIF18A,0,0,0,2.57E-05,0
KIF18B,0,0,0,1.47E-06,0
KIF19,5.02E-06,7.03E-07,0,0,8.75E-06
KIF1A,0,0,0,0,1.50E-06
KIF1B,0.000184612,0.000165563,0.000141469,0.000181316,0.000185344
KIF1C,4.53E-05,3.72E-05,5.92E-05,5.40E-05,3.93E-05
KIF20A,0,1.41E-06,1.29E-06,6.76E-07,0
KIF20B,1.72E-05,3.63E-05,2.57E-05,8.63E-05,0.0001607
KIF21A,0.000106322,0.000157891,6.68E-05,4.26E-05,2.40E-05
KIF21B,1.10E-06,0,2.07E-05,9.01E-06,0
KIF22,4.66E-05,5.24E-05,2.40E-05,4.28E-05,2.20E-05
KIF23,2.25E-05,2.71E-06,1.29E-06,1.42E-05,7.87E-05
KIF24,0,3.42E-06,2.47E-06,0,0
KIF25,5.63E-06,0,1.29E-06,0,0
KIF26A,1.03E-05,2.28E-05,3.06E-05,3.75E-05,3.13E-06
KIF26B,0,7.03E-07,6.45E-07,1.86E-05,3.01E-06
KIF27,3.74E-05,1.18E-05,4.95E-05,2.02E-05,1.22E-05
KIF2A,1.36E-05,1.45E-05,3.88E-05,5.78E-05,7.38E-05
KIF2C,0,1.41E-06,0,1.47E-06,0
KIF3A,2.51E-06,4.50E-05,2.07E-05,3.74E-05,2.88E-05
KIF3B,4.19E-05,4.03E-05,4.06E-05,0.000118959,5.33E-05
KIF3C,0,0,1.29E-06,2.73E-06,1.08E-05
KIF4A,0,4.12E-06,1.29E-06,7.35E-06,3.25E-05
KIF4B,0,0,0,0,0
KIF5A,0,2.71E-06,0,2.14E-06,3.01E-06
KIF5B,0.000107328,0.000173926,0.000329577,0.000375876,0.000364962
KIF5C,5.63E-06,3.42E-06,2.20E-05,9.33E-06,1.03E-05
KIF6,1.31E-05,7.03E-07,1.40E-05,2.39E-06,1.50E-06
KIF7,0,0,0,6.76E-07,1.50E-06
KIF9,1.10E-06,0,4.55E-05,2.24E-05,6.26E-06
KIFAP3,3.62E-05,2.00E-05,2.97E-05,4.20E-05,0.000135614
KIFBP,1.39E-05,1.54E-05,3.60E-05,2.29E-05,1.23E-05
KIFC1,0,0,1.94E-06,0,0
KIFC2,1.10E-06,3.42E-06,3.09E-05,4.29E-05,0
KIFC3,5.37E-05,8.05E-05,5.35E-05,2.89E-05,5.51E-05
KIN,5.32E-05,9.01E-05,5.82E-05,6.11E-05,8.67E-05
KIR2DL4,1.10E-06,0,1.29E-06,0,0
KIR3DL1,0,0,0,0,0
KIR3DL2,0,0,0,0,0
KIR3DL3,0,0,0,0,0
KIR3DX1,9.17E-06,0,1.29E-06,5.55E-06,6.02E-06
KIRREL1,0,2.81E-06,2.47E-05,1.44E-05,2.78E-05
KIRREL2,0,0,0,2.03E-06,0
KIRREL3,0,0,0,0,1.50E-06
KISS1,0,0,0,0,0
KIT,6.73E-06,0,1.94E-06,6.04E-06,6.26E-06
KITLG,3.29E-06,4.12E-06,6.23E-06,2.85E-05,0.00011558
KL,0,0,8.93E-05,2.39E-06,0
KLB,3.40E-05,1.31E-05,2.57E-05,1.80E-05,1.35E-05
KLC1,0.000154377,9.07E-05,0.000174509,0.000241112,0.000218368
KLC2,0,2.71E-06,1.29E-06,1.16E-05,2.06E-05
KLC3,5.63E-06,7.03E-07,3.12E-06,5.47E-06,0
KLC4,6.14E-05,3.72E-05,3.72E-05,7.33E-05,7.64E-06
KLF1,0,0,0,1.31E-06,0
KLF10,0.000124967,0.000103109,0.000117144,0.000120843,5.61E-05
KLF11,6.03E-05,6.95E-05,1.26E-05,3.32E-05,9.26E-06
KLF12,4.26E-05,9.92E-05,3.02E-05,7.53E-05,4.37E-05
KLF13,2.05E-05,0.000130959,7.49E-05,8.45E-05,6.75E-05
KLF14,0,0,0,2.98E-06,0
KLF15,2.43E-05,1.87E-05,2.44E-05,3.02E-05,6.38E-05
KLF16,6.89E-06,1.79E-05,7.06E-05,4.20E-05,6.02E-06
KLF17,8.08E-06,1.41E-06,0,2.14E-06,4.51E-06
KLF2,0.000129466,6.39E-05,5.10E-05,4.71E-05,3.66E-05
KLF3,4.17E-05,1.11E-05,0.000109616,8.69E-05,3.25E-05
KLF4,2.59E-05,0.00012692,9.39E-05,6.70E-05,0.000170951
KLF5,1.87E-05,0.000128453,0.000430438,0.001016108,0.000254252
KLF6,0.001327631,0.001396429,0.000986813,0.000639871,0.00161735
KLF7,4.58E-05,2.43E-05,4.83E-05,3.00E-05,9.29E-05
KLF8,5.03E-06,0,1.94E-06,3.50E-06,6.02E-06
KLF9,0.000131998,0.000215613,6.86E-05,6.98E-05,0.000230583
KLHDC1,6.13E-06,4.12E-06,4.41E-06,2.98E-06,3.01E-06
KLHDC10,2.19E-05,4.23E-05,3.46E-05,5.73E-05,0.000133384
KLHDC2,5.23E-05,0.000148475,8.38E-05,0.000152614,0.000552369
KLHDC3,2.88E-05,3.80E-05,5.25E-05,7.38E-05,2.59E-05
KLHDC4,2.05E-05,7.74E-06,1.57E-05,8.15E-06,1.23E-05
KLHDC7A,1.31E-05,0,6.45E-07,0,3.13E-06
KLHDC7B,0,0,0,0,0
KLHDC8A,0,0,0,6.76E-07,0
KLHDC8B,0,1.09E-05,3.23E-06,7.38E-06,1.40E-05
KLHDC9,0,0,2.58E-06,8.66E-06,0
KLHL1,8.08E-06,0,0,2.73E-06,0
KLHL10,0,0,0,0,0
KLHL11,0,0,0,2.39E-06,0
KLHL12,1.24E-05,2.15E-05,5.45E-05,3.94E-05,3.13E-06
KLHL13,5.80E-06,1.05E-05,2.75E-05,1.35E-05,7.60E-05
KLHL14,0,0,0,0,0
KLHL15,1.10E-06,2.71E-06,7.41E-06,4.09E-06,4.51E-06
KLHL17,1.10E-06,7.03E-07,1.94E-06,2.42E-05,3.01E-06
KLHL18,4.43E-05,2.57E-05,2.10E-05,3.28E-05,3.01E-06
KLHL2,3.10E-05,2.27E-05,1.07E-05,3.85E-05,9.03E-06
KLHL20,0.000105265,0.000233467,0.000370135,0.000386269,0.000138911
KLHL21,3.29E-05,1.91E-05,4.41E-06,2.34E-05,6.26E-06
KLHL22,1.31E-05,2.11E-06,0,5.21E-06,1.50E-06
KLHL23,2.46E-05,5.59E-05,3.07E-05,5.78E-05,1.97E-05
KLHL24,3.92E-05,6.97E-05,9.01E-05,0.00014252,0.000154493
KLHL25,2.59E-05,2.51E-05,2.15E-05,3.08E-05,7.64E-06
KLHL26,0,2.71E-06,1.34E-05,5.47E-06,3.13E-06
KLHL28,1.74E-05,2.26E-05,4.26E-05,4.06E-05,4.59E-05
KLHL29,1.10E-06,3.42E-06,3.04E-05,3.89E-05,4.63E-06
KLHL3,0,7.03E-07,3.76E-06,7.38E-06,1.40E-05
KLHL30,0,0,0,6.76E-07,4.63E-06
KLHL31,2.51E-06,0,6.45E-07,1.05E-05,0
KLHL32,0,0,1.94E-06,3.65E-06,1.50E-06
KLHL33,0,0,6.45E-07,0,0
KLHL34,2.19E-06,2.81E-06,6.45E-07,6.70E-06,1.50E-06
KLHL35,0,2.11E-06,1.29E-06,5.12E-06,8.75E-06
KLHL36,3.93E-05,3.16E-05,4.71E-05,3.44E-05,2.72E-05
KLHL38,0,0,0,0,0
KLHL4,2.51E-06,0,6.45E-07,0,0
KLHL42,2.80E-05,5.53E-06,4.82E-05,1.04E-05,0.000106046
KLHL5,1.19E-05,4.95E-05,4.50E-05,2.36E-05,4.12E-05
KLHL6,1.47E-05,2.64E-05,6.39E-05,2.27E-05,1.20E-05
KLHL7,1.48E-05,3.52E-06,1.06E-05,3.99E-05,0.000118708
KLHL8,3.55E-05,3.44E-05,1.26E-05,3.55E-05,7.88E-05
KLHL9,1.33E-05,3.45E-05,0.000187776,7.78E-05,0.000103476
KLK1,0,0,3.12E-06,9.21E-06,1.50E-06
KLK10,0,0,0,0,0
KLK11,1.00E-05,1.07E-05,0,4.04E-06,0
KLK12,0,1.41E-06,0,0,0
KLK13,0,0,0,1.47E-06,0
KLK14,0,1.07E-05,0,0,0
KLK15,0,0,0,0,0
KLK2,0,0,0,0,3.01E-06
KLK4,0,0,9.57E-06,2.27E-05,0
KLK5,2.51E-06,0,0,0,0
KLK6,0,0,6.45E-07,0,0
KLKB1,0.000115051,9.53E-05,3.96E-05,2.73E-06,1.75E-05
KLLN,0,0,3.65E-06,0,0
KLRB1,0,1.43E-05,7.65E-05,1.23E-05,4.90E-05
KLRC1,0,2.71E-06,1.29E-06,2.73E-06,0
KLRC4-KLRK1,1.51E-05,2.11E-06,1.77E-05,6.63E-06,4.51E-06
KLRD1,1.62E-05,2.07E-05,6.77E-06,5.08E-06,2.05E-05
KLRF1,0,0,0,0,0
KLRG1,2.51E-06,2.71E-06,4.94E-06,7.07E-06,1.50E-06
KLRG2,5.03E-06,0,0,0,0
KMO,1.55E-05,4.09E-05,6.45E-07,0,0
KMT2A,4.06E-05,7.11E-05,0.000175693,0.000200104,0.000170072
KMT2B,0.000103094,9.24E-05,4.70E-05,6.34E-05,2.51E-05
KMT2C,0.000166122,0.000225597,0.000138736,0.000179982,0.000101943
KMT2D,4.70E-06,4.59E-05,3.93E-05,3.48E-05,9.15E-06
KMT2E,0.000183769,0.000160484,0.000383534,0.000576047,0.000403966
KMT5A,4.94E-05,2.33E-05,8.02E-05,4.64E-05,5.13E-05
KMT5B,7.49E-05,3.63E-05,8.18E-05,9.25E-05,2.74E-05
KMT5C,1.84E-05,0,1.29E-05,5.60E-06,1.33E-05
KNCN,0,0,6.45E-07,0,0
KNDC1,3.29E-06,1.99E-05,0,2.39E-06,0
KNG1,0.000929641,0.000956234,0.000210496,7.31E-05,7.83E-05
KNL1,8.31E-06,1.18E-05,6.77E-06,3.74E-06,1.50E-06
KNOP1,1.88E-05,4.12E-05,7.92E-05,0.000190213,1.37E-05
KNSTRN,8.08E-06,0,6.12E-06,3.41E-06,0
KNTC1,2.19E-06,4.63E-05,1.25E-05,3.13E-05,6.26E-06
KPNA1,0.000112049,6.08E-05,4.93E-05,9.14E-05,9.32E-05
KPNA2,1.74E-05,2.92E-05,1.25E-05,2.73E-05,1.23E-05
KPNA3,4.51E-05,3.83E-05,5.82E-05,8.50E-05,2.69E-05
KPNA4,0.000151653,0.000116501,0.000179223,0.000318699,0.000141841
KPNA5,3.06E-05,9.44E-05,4.36E-05,5.88E-05,3.27E-05
KPNA6,7.56E-05,0.000100692,0.000118828,9.63E-05,5.87E-05
KPNA7,0,2.71E-06,2.58E-06,0,0
KPNB1,0.000106646,8.60E-05,0.000150048,0.000181477,0.000111039
KPTN,1.10E-06,7.03E-07,1.83E-06,1.35E-06,0
KRAS,4.46E-05,2.38E-05,7.15E-05,9.36E-05,5.09E-05
KRBA1,0,0,1.29E-06,6.25E-06,1.50E-06
KRBA2,0,0,7.41E-06,9.81E-06,1.06E-05
KRBOX1,2.30E-05,0,9.24E-06,5.01E-06,4.51E-06
KRBOX4,4.70E-06,2.81E-06,2.06E-05,8.39E-06,3.25E-05
KRCC1,3.81E-05,2.84E-05,7.50E-05,7.50E-05,0
KREMEN1,6.46E-05,2.75E-05,3.27E-05,7.06E-05,2.26E-05
KRI1,1.03E-05,3.12E-05,4.37E-05,7.80E-05,3.32E-05
KRIT1,0.000101406,8.38E-05,0.000120126,9.57E-05,8.43E-05
KRR1,5.37E-05,3.17E-05,5.00E-05,0.000114707,7.03E-05
KRT1,0,0,0,0,5.93E-05
KRT10,2.51E-05,6.04E-05,0.000121736,7.10E-05,6.02E-06
KRT12,0,0,0,0,0
KRT13,0,0,0,2.98E-06,0
KRT14,0,0,6.45E-07,8.61E-06,0
KRT15,0,0,9.06E-06,6.76E-07,3.13E-06
KRT17,0,0,1.83E-06,0,3.27E-05
KRT18,0.000469178,0.000587335,0.00067504,0.000703283,0.000258676
KRT19,4.11E-05,9.65E-06,0.000267469,0.000558303,0.00025738
KRT2,0,0,0,1.47E-06,0
KRT20,7.53E-06,1.68E-05,0.000100453,0.000158561,3.92E-05
KRT222,8.08E-06,2.98E-05,6.45E-07,1.47E-06,0
KRT23,0,3.05E-05,2.57E-05,3.01E-05,0
KRT24,0,0,0,6.76E-07,0
KRT26,0,0,0,0,0
KRT27,0,0,1.29E-06,0,0
KRT28,0,0,1.29E-06,0,0
KRT3,0,0,0,0,0
KRT33A,0,0,6.45E-07,0,0
KRT34,0,0,0,0,0
KRT39,0,0,0,2.39E-06,0
KRT4,0,0,0,0,0
KRT5,0,0,0,0,0
KRT7,2.19E-06,1.41E-06,8.00E-05,8.98E-05,1.37E-05
KRT71,0,0,0,1.35E-06,0
KRT72,2.51E-06,0,0,6.76E-07,0
KRT73,0,0,0,0,0
KRT77,0,0,0,0,0
KRT79,1.93E-05,0,0,0,1.50E-06
KRT8,0.000441391,0.000426965,0.000727959,0.000962455,0.00016802
KRT80,0,0,4.94E-06,2.82E-06,3.01E-06
KRT81,0,0,0,0,0
KRT82,0,0,0,0,0
KRT83,0,0,0,7.71E-06,0
KRT85,0,0,0,0,0
KRT86,0,0,1.83E-06,0,0
KRTAP1-5,0,0,0,0,0
KRTAP13-4,0,0,0,0,0
KRTAP19-5,0,0,0,0,0
KRTAP2-3,0,0,0,0,3.13E-06
KRTAP23-1,0,0,0,0,0
KRTAP24-1,0,0,0,0,0
KRTAP4-1,0,0,0,5.47E-06,0
KRTAP4-11,0,0,0,1.35E-06,0
KRTAP4-6,0,0,0,0,0
KRTAP5-1,0,0,0,0,0
KRTAP5-11,0,0,0,0,0
KRTAP5-2,0,0,0,0,0
KRTAP5-8,0,0,0,0,0
KRTAP5-9,2.51E-06,9.94E-06,0,0,8.75E-06
KRTAP8-1,0,0,1.28E-05,2.46E-05,0
KRTAP9-4,0,0,0,0,0
KRTAP9-6,0,0,6.45E-07,1.31E-06,0
KRTCAP2,5.97E-05,8.68E-05,0.000170002,0.00017123,8.83E-05
KRTCAP3,0,6.13E-06,1.02E-05,5.10E-05,1.50E-06
KRTDAP,1.01E-05,5.43E-06,0,0,0
KSR1,2.59E-05,1.77E-05,2.39E-05,2.04E-05,2.65E-05
KSR2,2.19E-06,7.03E-07,1.94E-06,2.98E-06,7.64E-06
KTN1,0.000657683,0.000769962,0.000884774,0.001198978,0.001096712
KXD1,3.61E-06,3.87E-05,4.25E-05,3.95E-05,2.11E-05
KYAT1,1.36E-05,1.34E-05,6.45E-07,2.82E-06,0
KYAT3,6.90E-05,4.34E-05,7.15E-05,6.73E-05,0.000110033
KYNU,6.55E-05,2.71E-05,3.33E-05,2.42E-05,1.20E-05
L1CAM,5.02E-06,3.14E-05,2.74E-05,9.30E-06,4.51E-06
L1TD1,2.93E-05,0,0,1.56E-05,1.50E-06
L2HGDH,3.40E-05,1.18E-05,1.36E-05,1.18E-05,1.50E-06
L34079.2,1.26E-05,1.21E-05,1.03E-05,3.36E-05,5.45E-05
L3HYPDH,3.29E-06,1.12E-05,1.89E-05,7.71E-06,3.13E-06
L3MBTL1,0,0,0,0,1.50E-06
L3MBTL2,1.41E-05,4.92E-06,8.81E-06,3.03E-05,1.03E-05
L3MBTL3,5.15E-05,9.14E-06,1.13E-05,3.80E-05,4.09E-05
