gene,1_non_malignant_core,2_non_malignant_border,3_malignant_border,4_malignant_core,5_malignant_collagen
IGIP,2.19E-06,4.12E-06,5.81E-06,1.03E-05,1.08E-05
IGLL1,0,0,0,0,1.48E-05
IGLL5,3.07E-05,0.000255893,0.000136549,1.54E-05,0.00128562
IGLON5,0,0,0,1.31E-06,0
IGSF1,3.24E-05,1.14E-05,0,2.94E-06,1.50E-06
IGSF10,0,0,1.94E-06,6.76E-07,0
IGSF11,0,0,6.45E-07,0,0
IGSF21,8.14E-06,7.03E-07,3.76E-06,1.31E-06,3.01E-06
IGSF22,0,4.43E-05,1.34E-05,1.47E-06,0
IGSF23,3.45E-05,2.71E-06,1.28E-05,0,0
IGSF3,0,2.71E-06,7.52E-06,1.87E-05,3.13E-06
IGSF5,0,0,0,0,4.51E-06
IGSF6,9.09E-06,4.11E-05,3.98E-05,5.63E-05,0.000309851
IGSF8,2.78E-05,1.59E-05,1.75E-05,4.11E-05,1.03E-05
IGSF9,1.24E-05,3.42E-06,3.87E-06,2.42E-05,6.14E-06
IGSF9B,0,2.71E-06,0,2.73E-06,0
IHH,0,4.12E-06,2.85E-05,0.000110606,9.15E-06
IHO1,0,0,6.45E-07,0,0
IK,4.31E-05,4.67E-05,0.000119912,9.33E-05,7.55E-05
IKBIP,1.10E-06,6.13E-06,4.20E-05,7.48E-06,6.53E-05
IKBKB,3.41E-05,1.04E-05,1.55E-05,2.22E-05,2.00E-05
IKBKE,5.63E-06,7.03E-07,7.41E-06,8.86E-06,3.13E-06
IKBKG,6.11E-06,8.34E-06,4.17E-05,3.74E-06,3.01E-06
IKZF1,4.75E-05,1.85E-05,0.000100885,1.95E-05,0.0001657
IKZF2,0,0,0,2.03E-06,0
IKZF3,3.81E-05,3.08E-05,7.92E-05,2.90E-05,3.33E-05
IKZF4,6.58E-06,0,5.81E-06,1.27E-05,7.76E-06
IKZF5,8.14E-06,4.82E-06,2.46E-05,4.16E-05,4.51E-06
IL10,5.63E-06,0,0,0,0
IL10RA,1.98E-05,1.88E-05,1.12E-05,4.92E-06,0.000116129
IL10RB,3.15E-05,6.30E-05,5.80E-05,6.48E-05,1.80E-05
IL11,0,0,6.45E-07,8.20E-06,3.01E-06
IL11RA,5.80E-06,3.52E-06,5.15E-05,6.48E-06,3.13E-06
IL12A,0,1.41E-06,0,0,0
IL12B,0,0,0,0,0
IL12RB1,2.51E-06,9.94E-06,1.23E-05,2.94E-06,0
IL12RB2,0,0,0,2.39E-06,1.50E-06
IL13,0,0,0,0,0
IL13RA1,0.000133175,0.000115909,9.52E-05,0.000107487,5.34E-05
IL13RA2,0,0,1.94E-06,0,0
IL15,2.19E-06,2.71E-06,5.70E-06,5.12E-06,9.38E-06
IL15RA,3.71E-05,2.54E-05,9.71E-06,1.46E-05,1.49E-05
IL16,8.08E-06,5.49E-05,2.62E-05,1.66E-05,1.03E-05
IL17A,0,0,0,0,0
IL17B,0,0,0,0,0
IL17C,0,0,0,0,0
IL17D,0,0,1.29E-06,0,3.13E-06
IL17F,0,0,0,2.73E-06,0
IL17RA,5.72E-05,0.000106951,1.66E-05,1.63E-05,1.08E-05
IL17RB,5.88E-05,1.92E-05,1.15E-05,3.86E-06,0
IL17RC,3.99E-05,1.42E-05,1.11E-05,1.10E-05,7.76E-06
IL17RD,0,0,3.65E-06,1.35E-06,1.18E-05
IL17RE,2.51E-06,7.03E-07,5.59E-06,1.68E-05,3.13E-06
IL18,4.70E-06,4.92E-06,3.77E-05,8.78E-05,6.09E-05
IL18BP,0,0,1.16E-05,1.99E-06,4.47E-05
IL18R1,7.22E-06,7.64E-06,2.78E-05,7.38E-06,1.05E-05
IL18RAP,2.19E-06,0,1.83E-06,0,1.08E-05
IL1B,1.00E-05,0,0,2.73E-06,3.13E-06
IL1R1,0.000103206,5.08E-05,7.78E-05,9.89E-05,0.000273301
IL1R2,2.75E-05,3.76E-05,1.29E-06,8.78E-06,0
IL1RAP,0.000303382,0.000262819,3.72E-05,7.15E-05,4.94E-05
IL1RAPL1,0,9.94E-06,1.34E-05,2.73E-06,1.63E-05
IL1RAPL2,0,0,0,0,0
IL1RL1,3.22E-05,1.98E-05,7.95E-06,2.98E-06,1.99E-05
IL1RL2,6.58E-06,2.71E-06,0,0,7.76E-06
IL1RN,0.000149283,0.000139631,1.89E-05,5.17E-06,1.50E-06
IL2,0,7.03E-07,4.30E-06,2.94E-06,5.13E-05
IL20,0,0,0,0,0
IL20RA,1.10E-06,0,6.45E-07,2.03E-06,0
IL20RB,0,0,6.45E-07,5.47E-06,3.01E-06
IL21R,0,2.71E-06,0,1.28E-05,3.13E-06
IL22,0,0,0,0,0
IL22RA1,0,0,1.83E-06,4.09E-06,3.13E-06
IL23A,2.42E-05,0,0,0,0
IL23R,8.14E-06,0,2.47E-06,8.20E-06,1.33E-05
IL24,0,1.41E-06,0,0,0
IL26,0,0,0,0,4.51E-06
IL27RA,1.13E-05,5.63E-06,6.88E-06,6.90E-06,6.14E-06
IL2RA,0,0,1.53E-05,6.76E-07,6.26E-06
IL2RB,0,5.43E-06,1.29E-06,0,0
IL2RG,1.10E-06,2.45E-05,3.75E-05,4.51E-05,2.15E-05
IL31RA,0,0,6.45E-07,0,0
IL32,0.000314957,0.00033009,0.000350325,0.000161135,0.000295732
IL33,0.000368806,0.000276002,0.000241947,9.34E-05,0.000221678
IL34,2.19E-06,7.03E-07,3.12E-06,4.72E-06,1.38E-05
IL36A,0,0,0,0,0
IL3RA,0,5.43E-06,1.24E-05,8.78E-06,1.35E-05
IL4I1,3.52E-05,5.78E-05,3.29E-05,5.73E-05,4.34E-05
IL4R,8.93E-05,7.84E-05,0.000107329,0.000122697,6.30E-05
IL5,0,0,0,0,0
IL5RA,0,0,0,0,0
IL6,2.51E-06,0,0,5.68E-06,7.76E-06
IL6R,0.000260485,0.000265545,1.72E-05,1.74E-05,2.45E-05
IL6ST,0.000609288,0.000635284,0.000335939,0.00030756,0.000987046
IL7,0,4.12E-06,1.46E-05,2.08E-05,3.01E-06
IL7R,4.39E-05,4.49E-05,0.000169915,7.81E-05,0.000408506
IL9R,0,0,0,0,0
ILDR1,2.42E-05,1.99E-05,4.08E-05,2.04E-05,0
ILDR2,0,0,0,5.41E-06,6.26E-06
ILF2,2.60E-05,3.19E-05,9.73E-05,7.04E-05,2.44E-05
ILF3,0.000149409,0.000177061,0.000157494,0.000295456,0.000453316
ILK,1.00E-05,2.54E-05,7.39E-05,6.34E-05,4.32E-05
ILKAP,3.70E-05,3.65E-05,6.47E-05,5.88E-05,3.65E-05
ILRUN,0.000105316,2.62E-05,8.21E-05,4.21E-05,1.50E-05
ILVBL,9.09E-06,4.22E-06,1.47E-05,2.08E-05,1.85E-05
IMMP1L,1.10E-06,3.42E-06,5.70E-06,1.56E-05,6.71E-05
IMMP2L,2.66E-05,1.83E-05,7.41E-06,1.57E-05,4.63E-06
IMMT,5.43E-05,3.19E-05,8.66E-05,9.70E-05,2.91E-05
IMP3,3.24E-05,4.82E-06,2.27E-05,3.05E-05,9.15E-06
IMP4,1.48E-05,2.33E-05,1.12E-05,2.50E-05,1.33E-05
IMPA1,8.75E-05,7.74E-06,2.96E-05,4.48E-05,4.63E-06
IMPA2,2.27E-05,2.13E-05,6.34E-06,1.66E-05,9.26E-06
IMPACT,6.89E-06,6.83E-06,8.28E-06,2.03E-06,2.21E-05
IMPDH1,1.37E-05,0,6.77E-06,5.05E-06,1.40E-05
IMPDH2,2.53E-05,2.19E-05,3.01E-05,3.41E-05,3.57E-05
IMPG1,0,0,0,0,0
IMPG2,0,7.03E-07,0,0,0
INA,0,0,0,0,0
INAFM1,1.25E-05,1.90E-05,2.79E-05,3.02E-05,0.000100706
INAVA,0,0,5.59E-06,3.07E-05,2.62E-05
INCA1,5.02E-06,0,0,0,0
INCENP,2.51E-06,5.43E-06,2.47E-06,9.34E-06,4.18E-05
INF2,3.59E-05,6.88E-05,0.000105898,0.000112421,9.35E-05
ING1,2.15E-05,3.60E-05,4.87E-05,4.88E-05,6.84E-05
ING3,3.89E-05,4.25E-05,3.24E-05,3.92E-05,3.79E-05
ING4,2.19E-06,7.83E-05,8.81E-06,6.02E-05,6.14E-06
ING5,5.58E-05,1.74E-05,4.92E-05,4.03E-05,3.16E-05
INGX,2.19E-06,4.14E-05,1.89E-05,2.26E-05,6.02E-06
INHA,0,0,0,0,0
INHBA,2.60E-05,1.60E-05,7.89E-05,0.00011333,0.000957019
INHBB,3.18E-05,1.99E-05,5.49E-05,4.29E-05,1.84E-05
INHBC,1.07E-05,2.11E-06,6.45E-07,1.47E-06,0
INHBE,3.40E-05,1.79E-05,3.12E-06,0,0
INIP,4.14E-05,9.75E-06,6.60E-05,4.65E-05,5.45E-05
INKA1,8.08E-06,0,0,0,0
INKA2,2.82E-05,2.81E-06,1.92E-05,8.14E-06,4.51E-06
INMT,1.64E-05,1.03E-05,1.50E-05,3.04E-05,4.09E-05
INO80,3.03E-05,4.71E-05,5.07E-05,5.88E-05,2.55E-05
INO80B,1.29E-05,3.11E-05,6.99E-06,2.58E-05,1.08E-05
INO80D,3.66E-05,0.000128343,0.000100896,0.000100373,4.18E-05
INO80E,1.66E-05,1.31E-05,3.26E-05,6.57E-05,1.84E-05
INPP1,4.16E-05,6.07E-05,5.56E-05,1.82E-05,3.36E-05
INPP4A,1.67E-05,6.93E-06,3.04E-05,3.85E-05,2.91E-05
INPP4B,2.19E-06,1.06E-05,6.23E-06,2.71E-05,1.84E-05
INPP5A,2.51E-06,2.03E-05,6.88E-06,3.91E-05,3.07E-05
INPP5B,2.61E-05,2.98E-05,1.09E-05,4.25E-05,0.000181011
INPP5D,2.00E-05,5.64E-05,6.12E-05,4.33E-05,3.01E-06
INPP5F,5.63E-06,4.22E-06,1.99E-05,2.56E-05,2.91E-05
INPP5J,0,0,0,4.53E-06,0
INPP5K,1.53E-05,7.64E-06,5.14E-05,1.30E-05,2.10E-05
INPPL1,8.62E-06,4.82E-06,2.60E-05,3.25E-05,2.88E-05
INS-IGF2,0,0,0,0,0
INSC,0,0,0,0,0
INSIG1,0.000361543,0.000370887,4.22E-05,7.91E-05,6.54E-05
INSIG2,3.39E-05,3.36E-05,1.57E-05,3.17E-05,1.50E-06
INSL3,0,0,0,0,0
INSL6,0,0,0,0,0
INSM1,0,0,0,1.47E-06,0
INSM2,7.53E-06,0,0,0,0
INSR,0.000173747,0.000177522,0.000134785,0.000154548,9.89E-05
INSRR,0,0,0,0,0
INSYN1,0,0,1.29E-06,1.47E-06,0
INSYN2A,0,7.03E-07,6.45E-07,1.79E-05,0
INTS1,4.05E-05,1.56E-05,3.86E-05,3.38E-05,1.94E-05
INTS10,9.37E-05,4.23E-05,5.25E-05,4.22E-05,2.58E-05
INTS11,2.67E-05,2.88E-05,3.82E-05,5.12E-05,4.72E-05
INTS12,7.68E-06,2.33E-05,9.57E-06,9.77E-06,1.53E-05
INTS13,1.36E-05,2.81E-06,8.92E-06,2.10E-05,4.58E-05
INTS14,1.03E-05,0,3.87E-06,2.04E-05,0
INTS2,0,0,1.35E-05,2.71E-06,1.23E-05
INTS3,1.17E-05,4.50E-05,3.31E-05,4.39E-05,4.78E-05
INTS4,2.91E-05,7.03E-07,1.05E-05,2.31E-05,6.26E-06
INTS4P2,0,0,0,0,0
INTS5,1.91E-05,2.11E-06,8.70E-06,1.05E-05,6.02E-06
INTS6,0.000270774,0.00031002,0.000240631,0.000102687,7.89E-05
INTS6L,0,9.65E-06,1.65E-05,1.80E-05,4.51E-06
INTS7,2.46E-05,1.41E-06,3.16E-05,9.61E-06,1.53E-05
INTS8,2.04E-05,4.19E-05,3.25E-05,6.81E-05,7.52E-06
INTS9,5.03E-06,0,3.87E-06,6.76E-07,3.13E-06
INTU,2.18E-05,6.23E-06,4.07E-05,5.09E-05,3.68E-05
INVS,3.29E-06,3.52E-06,4.41E-06,8.84E-06,6.14E-06
IP6K1,1.02E-05,2.22E-05,1.14E-05,3.35E-05,2.77E-05
IP6K2,3.18E-05,8.94E-06,5.75E-05,8.08E-05,4.28E-05
IP6K3,0,7.03E-07,1.83E-06,0,0
IPCEF1,5.02E-06,1.11E-05,4.92E-05,1.79E-05,1.23E-05
IPMK,5.03E-06,1.41E-05,5.30E-05,1.95E-05,1.38E-05
IPO11,2.19E-06,1.45E-05,3.28E-05,2.06E-05,3.01E-06
IPO13,8.08E-06,1.06E-05,2.58E-06,2.25E-05,1.33E-05
IPO4,2.51E-06,8.24E-06,7.41E-06,3.72E-05,1.05E-05
IPO5,0.000102455,4.91E-05,5.17E-05,9.05E-05,0.000183742
IPO7,9.98E-05,0.000105707,0.000100182,9.18E-05,5.32E-05
IPO8,4.45E-05,1.56E-05,4.24E-05,6.43E-05,6.53E-05
IPO9,5.52E-05,3.18E-05,3.61E-05,3.60E-05,9.43E-05
IPP,1.10E-06,5.43E-06,1.12E-05,8.19E-06,1.78E-05
IPPK,2.25E-05,2.71E-06,1.94E-06,6.63E-06,3.13E-06
IQCA1,2.19E-06,0,0,1.47E-06,4.63E-06
IQCB1,1.03E-05,3.81E-05,1.19E-05,5.42E-05,1.85E-05
IQCC,5.63E-06,1.41E-06,6.45E-07,5.60E-06,0
IQCD,0,0,1.83E-06,4.33E-06,0
IQCE,0,1.41E-06,3.80E-05,2.97E-05,1.67E-05
IQCG,8.14E-06,2.81E-06,3.02E-05,2.33E-05,1.50E-06
IQCH,0,0,0,1.36E-05,0
IQCK,5.02E-06,1.41E-06,1.80E-05,2.22E-05,3.13E-06
IQCN,2.51E-06,0,1.04E-05,5.67E-06,8.75E-06
IQGAP1,0.000136904,0.00011404,0.000417601,0.000509967,0.000278085
IQGAP2,0.000300437,0.000198962,0.000184812,8.68E-05,0.000137588
IQGAP3,0,0,6.45E-07,6.48E-06,0
IQSEC1,6.98E-05,5.61E-05,6.53E-05,9.44E-05,0.000151962
IQSEC2,8.08E-06,0,4.30E-06,4.78E-06,2.13E-05
IQSEC3,1.13E-05,0,0,1.31E-06,6.14E-06
IQUB,0,0,1.83E-06,0,8.75E-06
IRAG1,0,0,2.58E-06,1.35E-06,6.02E-06
IRAG2,0,1.41E-05,1.32E-05,5.33E-06,2.06E-05
IRAK1,2.19E-06,2.96E-05,1.15E-05,1.64E-05,4.63E-06
IRAK1BP1,1.03E-05,0,2.58E-06,9.37E-06,0
IRAK2,4.74E-05,5.53E-06,2.75E-05,1.47E-06,3.01E-06
IRAK3,6.82E-05,4.10E-05,1.47E-05,4.04E-05,8.22E-05
IRAK4,4.70E-06,2.11E-06,4.76E-05,1.17E-05,3.25E-05
IREB2,4.20E-05,3.29E-05,0.000155879,0.000121562,3.13E-06
IRF1,0.000137748,6.67E-05,0.000112997,6.33E-05,0.000148536
IRF1-AS1,4.23E-05,7.54E-06,2.24E-05,6.60E-05,0.000103546
IRF2,2.19E-05,2.38E-05,6.33E-05,4.76E-05,2.44E-05
IRF2BP1,5.03E-06,0,3.76E-06,6.76E-07,1.50E-06
IRF2BP2,0.000175398,0.000125749,0.000207895,0.00031722,0.000102769
IRF2BPL,9.28E-05,3.19E-05,1.72E-05,5.82E-05,3.64E-05
IRF3,9.32E-05,9.13E-05,6.55E-05,5.26E-05,2.02E-05
IRF4,1.10E-06,2.07E-05,1.29E-06,0,0
IRF5,0,6.83E-06,4.94E-06,5.39E-06,1.50E-06
IRF6,2.17E-05,3.70E-05,3.05E-05,4.63E-05,3.01E-06
IRF7,1.47E-05,9.04E-06,2.09E-05,2.06E-05,6.14E-06
IRF8,6.44E-05,3.62E-05,5.71E-05,3.35E-05,2.18E-05
IRGC,8.08E-06,0,9.06E-06,0,0
IRGM,0,0,0,0,0
IRS1,2.14E-05,3.03E-05,2.46E-05,4.51E-05,1.09E-05
IRS2,0.000233959,0.000222754,0.000126544,0.000352983,0.00430358
IRX2,5.03E-06,2.71E-06,1.83E-06,1.31E-06,0
IRX3,1.13E-05,1.41E-06,6.34E-06,4.41E-06,1.50E-06
IRX5,0,0,5.16E-06,1.34E-05,0
IRX6,0,0,0,1.47E-06,0
ISCA1,3.66E-05,5.14E-05,2.29E-05,3.14E-05,9.15E-06
ISCA2,3.07E-05,7.03E-07,1.90E-05,1.35E-05,0
ISCU,2.94E-05,8.26E-05,3.73E-05,8.01E-05,5.24E-05
ISG15,5.05E-05,2.12E-05,3.27E-05,6.06E-05,0.000149546
ISG20,6.89E-06,1.10E-05,1.88E-05,4.96E-06,2.11E-05
ISG20L2,3.94E-05,5.15E-05,3.61E-05,5.31E-05,1.78E-05
ISL1,2.51E-06,0,0,2.03E-06,0
ISL2,3.61E-06,0,0,0,1.50E-06
ISLR,1.28E-05,1.31E-05,5.56E-05,2.12E-05,0.000336978
ISLR2,0,0,6.45E-07,0,1.06E-05
ISM1,0,1.41E-06,1.94E-06,0,4.51E-06
ISM2,0,0,0,6.76E-07,0
ISOC1,3.24E-05,3.56E-05,8.81E-06,1.58E-05,1.50E-06
ISOC2,4.61E-05,3.84E-05,3.26E-05,4.26E-05,9.15E-06
IST1,6.44E-05,7.10E-05,5.96E-05,7.07E-05,0.000170651
ISX,8.08E-06,7.03E-07,2.70E-05,8.60E-05,0
ISY1-RAB43,3.26E-05,3.88E-05,2.68E-05,3.84E-05,3.07E-05
ISYNA1,1.93E-05,1.41E-05,3.76E-06,1.65E-05,2.18E-05
ITCH,6.83E-05,0.000161642,0.000106564,0.000171489,0.000130345
ITFG1,5.76E-05,0.00013446,6.35E-05,0.000105777,4.23E-05
ITFG2,1.96E-05,6.73E-05,2.60E-05,9.38E-06,1.50E-06
ITGA1,0.000307405,0.000265426,0.000436137,0.000288442,0.0005524
ITGA10,1.31E-05,0,1.36E-05,1.19E-05,6.02E-06
ITGA11,5.03E-06,1.55E-05,1.84E-05,1.52E-05,0.000138384
ITGA2,1.57E-05,1.03E-05,0.000125349,8.44E-05,0.000223111
ITGA2B,6.11E-06,0,1.29E-06,1.31E-06,0
ITGA3,1.17E-05,0,6.20E-05,0.00013299,1.70E-05
ITGA4,1.82E-05,1.37E-05,2.97E-05,8.95E-06,2.28E-05
ITGA5,4.05E-05,7.16E-05,8.71E-05,2.09E-05,0.000134986
ITGA6,1.49E-05,3.53E-05,0.000192069,0.000492516,0.00033104
ITGA7,0,2.13E-05,6.23E-06,0,1.38E-05
ITGA8,1.06E-05,1.21E-05,2.47E-06,1.94E-05,1.19E-05
ITGA9,3.36E-05,4.61E-05,6.83E-05,7.12E-05,0.000176291
ITGAD,6.13E-06,0,6.45E-07,0,0
ITGAE,1.07E-05,1.21E-05,8.28E-06,2.13E-05,8.75E-06
ITGAL,6.11E-06,2.81E-06,1.52E-05,9.28E-06,1.48E-05
ITGAM,1.51E-05,2.49E-05,1.94E-06,5.87E-06,1.06E-05
ITGAV,0.000112648,0.000102744,0.000180897,0.000119688,0.000670461
ITGAX,9.02E-05,7.11E-05,6.28E-05,4.19E-05,0.000264454
ITGB1,0.000269234,0.000194353,0.000447314,0.000455812,0.000732517
ITGB1BP1,2.93E-05,3.32E-05,0.000136217,0.000116782,8.26E-05
ITGB1BP2,0,0,0,4.45E-06,3.01E-06
ITGB2,1.11E-05,3.97E-05,6.37E-05,1.02E-05,2.99E-05
ITGB3,7.21E-06,1.12E-05,0,5.64E-06,1.50E-06
ITGB3BP,7.22E-06,7.03E-07,1.07E-05,5.19E-05,2.51E-05
ITGB4,2.51E-06,5.43E-06,2.01E-05,0.000114755,6.24E-05
ITGB5,3.82E-05,2.48E-05,7.70E-05,6.49E-05,8.40E-05
ITGB6,0,0,1.29E-06,2.45E-05,1.50E-06
ITGB7,0,1.48E-05,1.29E-06,6.94E-06,4.63E-06
ITGB8,1.81E-05,1.41E-06,3.53E-05,9.35E-05,2.55E-05
ITGBL1,5.80E-06,1.54E-05,4.42E-05,5.10E-05,0.000123542
ITIH1,0.000791624,0.00073483,0.000182811,5.01E-05,5.85E-05
ITIH2,0.00059005,0.000853583,0.00024114,9.48E-05,2.20E-05
ITIH3,0.000554705,0.00055349,0.000133528,5.62E-05,8.40E-05
ITIH4,0.001724241,0.001376056,0.000265358,0.000125283,9.50E-05
ITIH5,3.43E-05,2.04E-05,4.47E-05,4.61E-05,8.85E-05
ITIH6,0,0,0,0,0
ITK,1.10E-06,1.42E-05,2.69E-05,6.66E-06,9.26E-06
ITLN1,0,0,0,0,0
ITLN2,1.10E-06,0,0,0,0
ITM2A,1.00E-05,3.42E-06,6.34E-06,9.16E-06,1.18E-05
ITM2B,0.000281324,0.00011366,0.000415253,0.000508778,0.000642395
ITM2C,3.37E-05,6.27E-05,0.000247952,0.000469561,7.27E-05
ITPA,6.89E-06,1.67E-05,4.81E-05,3.52E-05,2.43E-05
ITPK1,3.08E-05,1.86E-05,5.13E-05,3.07E-05,1.83E-05
ITPKA,0,7.03E-07,0.000108522,4.70E-05,3.13E-06
ITPKB,8.64E-06,1.41E-06,8.17E-06,2.22E-05,1.55E-05
ITPKC,7.19E-05,7.90E-05,5.72E-05,3.05E-05,0.000114435
ITPR1,0,1.04E-05,5.94E-05,4.29E-06,4.38E-05
ITPR2,0.000412811,0.000315026,0.000162186,0.000236221,0.000113448
ITPR3,6.73E-06,2.11E-06,5.64E-05,0.000105869,2.99E-05
ITPRID1,0,0,1.29E-06,0,0
ITPRID2,0.000108914,6.22E-05,0.000141809,0.000221968,0.000241701
ITPRIP,1.30E-05,1.54E-05,5.16E-06,5.41E-06,5.67E-05
ITPRIPL1,0,0,0,0,3.13E-06
ITPRIPL2,3.77E-05,5.40E-05,8.79E-05,8.47E-05,0.000165003
ITSN1,9.86E-05,0.000102343,5.80E-05,6.83E-05,0.000261486
ITSN2,0.000168536,8.40E-05,8.61E-05,0.000150384,5.10E-05
IVD,0.000163945,0.000246259,3.71E-05,9.33E-05,2.68E-05
IVL,0,0,0,2.62E-06,0
IVNS1ABP,0.000100098,0.00012175,0.000106306,0.000136606,0.000265769
IWS1,6.82E-05,5.86E-05,7.81E-05,0.000113967,0.000190466
IYD,7.20E-05,2.55E-05,1.56E-05,2.72E-05,6.14E-06
IZUMO1,0,2.81E-06,1.94E-06,2.73E-06,0
IZUMO2,2.74E-05,1.06E-05,2.47E-06,3.61E-06,0
IZUMO3,1.24E-05,0,0,0,0
IZUMO4,1.10E-06,7.03E-07,1.83E-06,1.31E-06,4.63E-06
JADE1,4.93E-05,4.56E-05,3.34E-05,2.84E-05,0.000109244
JADE2,1.03E-05,1.28E-05,1.71E-05,3.95E-05,9.16E-05
JADE3,3.29E-06,2.71E-06,3.23E-06,3.07E-06,4.63E-06
JAG1,7.83E-06,3.22E-05,4.72E-05,5.72E-05,7.43E-05
JAG2,0,1.27E-05,3.27E-05,4.33E-05,9.03E-06
JAGN1,4.20E-05,2.53E-05,3.78E-05,3.50E-05,1.50E-05
JAK1,0.000136905,0.000211656,0.000146912,0.000201854,0.000157012
JAK2,2.65E-05,5.91E-05,3.07E-05,3.63E-05,3.65E-05
JAK3,1.10E-06,1.84E-05,5.59E-06,1.08E-05,1.56E-05
JAKMIP1,0,0,0,0,0
JAKMIP2,0,0,6.45E-07,7.47E-06,0
JAKMIP3,0,0,0,0,0
JAM2,8.31E-06,1.20E-05,2.70E-05,2.90E-05,1.50E-05
JAM3,0,1.41E-06,5.09E-05,1.90E-05,6.57E-05
JAML,2.68E-05,1.25E-05,1.85E-05,1.13E-05,1.35E-05
JARID2,3.72E-05,7.54E-06,8.83E-05,3.61E-05,1.85E-05
JAZF1,1.23E-05,3.42E-06,3.76E-06,1.06E-05,0
JCAD,3.61E-06,2.81E-06,4.30E-06,8.19E-06,4.40E-05
JCHAIN,1.30E-05,4.98E-05,6.01E-05,3.80E-05,6.02E-06
JDP2,6.28E-05,6.56E-05,7.17E-05,8.94E-05,7.59E-05
JHY,1.06E-05,1.41E-06,2.58E-06,6.76E-07,2.08E-05
JKAMP,9.17E-06,1.21E-05,2.21E-05,3.92E-05,3.01E-06
JMJD1C,0.000321266,0.000190308,0.000363049,0.000389062,0.000323383
JMJD4,3.61E-06,2.04E-05,4.94E-06,9.95E-06,1.38E-05
JMJD6,9.86E-05,3.39E-05,4.22E-05,5.87E-05,4.92E-05
JMJD7,5.03E-06,1.70E-05,1.83E-06,1.88E-05,1.50E-06
JMJD7-PLA2G4B,8.08E-06,1.14E-05,3.84E-05,2.33E-05,6.42E-05
JMJD8,4.06E-05,2.31E-05,3.66E-05,6.31E-05,3.50E-05
JMY,2.24E-05,7.54E-06,3.71E-05,4.72E-05,2.63E-05
JOSD1,6.01E-05,2.06E-05,3.96E-05,2.44E-05,7.79E-05
JOSD2,0,2.71E-06,3.12E-06,5.68E-06,0
JPH1,0,0,1.48E-05,3.18E-05,1.50E-06
JPH2,0,0,0,0,0
JPH3,0,0,0,0,0
JPH4,0,0,0,1.31E-06,0
JPT1,7.05E-05,0.000136571,0.000179852,0.000243453,0.000549299
JPT2,4.02E-05,1.72E-05,2.14E-05,4.28E-05,1.97E-05
JRKL,0,4.82E-06,1.70E-05,5.44E-05,5.37E-05
JSRP1,1.12E-05,1.41E-06,3.76E-06,7.47E-06,7.64E-06
JTB,9.40E-05,7.92E-05,0.000130085,0.000157522,5.86E-05
JUN,0.001030557,0.001005935,0.000622959,0.001061333,0.000847747
JUNB,0.000381469,0.000337014,0.000347931,0.000356595,0.000930943
JUND,0.001089231,0.000667031,0.000516347,0.000553975,0.001024288
JUP,4.02E-05,4.95E-05,9.61E-05,0.000137994,4.11E-05
KAAG1,5.03E-06,2.71E-06,3.87E-06,6.04E-06,8.75E-06
KALRN,7.14E-05,6.79E-05,5.79E-05,7.13E-05,8.04E-05
KANK1,4.34E-05,3.55E-05,7.10E-05,5.64E-05,1.52E-05
KANK2,4.29E-05,4.33E-05,5.72E-05,6.11E-05,0.000337893
KANK3,3.61E-06,1.77E-05,3.12E-06,6.54E-06,3.01E-06
KANK4,2.82E-05,0,0,0,0
KANSL1,0.000116082,8.85E-05,6.80E-05,0.000177337,4.21E-05
KANSL1L,4.67E-05,1.03E-05,2.42E-05,4.54E-05,5.14E-05
KANSL2,7.22E-06,2.11E-06,1.46E-05,5.45E-05,2.44E-05
KANSL3,2.84E-05,3.96E-05,2.76E-05,5.02E-05,3.45E-05
KARS1,2.87E-05,8.43E-05,0.000110833,4.70E-05,8.63E-05
KASH5,7.54E-06,0,0,6.76E-07,0
KAT14,0,0,2.47E-06,1.43E-05,0
KAT2A,4.64E-05,3.63E-05,3.57E-05,2.71E-05,3.33E-05
KAT2B,4.31E-05,4.07E-05,2.09E-05,4.13E-05,9.15E-06
KAT5,8.62E-06,1.03E-05,6.77E-06,4.53E-06,4.63E-06
KAT6A,4.62E-05,3.98E-05,0.000116227,0.000105939,3.97E-05
KAT6B,0.000140022,0.000147818,0.000122823,8.62E-05,2.79E-05
KAT7,0.000175924,0.000271491,8.67E-05,0.000263966,0.00014006
KAT8,3.02E-05,1.96E-05,3.86E-05,6.44E-05,0.000166557
KATNA1,1.00E-05,3.42E-06,3.12E-06,8.07E-06,9.26E-06
KATNAL1,2.04E-05,1.63E-05,8.92E-06,6.45E-06,2.85E-05
KATNAL2,1.85E-05,1.12E-05,1.29E-06,0,4.51E-06
KATNB1,0,7.03E-07,3.65E-06,2.98E-06,0
KATNBL1,9.09E-06,4.87E-05,6.22E-05,0.000152154,5.30E-05
KATNIP,2.19E-06,4.12E-06,2.06E-05,7.79E-05,6.14E-06
KAZALD1,0,0,2.47E-06,5.64E-06,0
KAZN,0,3.42E-06,8.28E-06,1.07E-05,1.50E-05
KB-1507C5.2,8.08E-06,0,2.58E-06,7.79E-06,6.14E-06
KB-1980E6.3,5.63E-06,1.41E-06,1.29E-06,6.76E-07,3.13E-06
KBTBD11,1.68E-05,2.81E-06,8.81E-06,3.43E-05,0
